Sample_ID;Date;Treatment;Plant;Repetition_measurment;CH5O+;C3H5O+;C5H7+;C5H9+;C5H11+;C6H9+;C6H11+;C6H13+;C7H9+;C7H11+;C6H11O+;C6H13O+;C6H15O+;C7H7O+;C8H13+;C8H8N+;C10H15+;C10H17+;C8H15O2+;C8H17O2+;C11H17+;C9H11O2+;C11H19+;C8H10NO2+;C10H12O2+;C12H21O2+;C15H25+;C16H27+
T16S3;8/25/2020;induced;16;3;4.920783;378.5368;146.6647;366.0122;29.6297;485.9769;247.7717;10.282;230.2853;139.159;87.9998;21.9095;1.4481;161.46779;111.4874;55.7932;30.8579;118.2342;49.2302;16.6434;7.4251;9.49;3.0468;5.1561;6.1665;3.6834633;4.8568;1.7914997
T16S3;8/25/2020;induced;16;3;3.7551372;357.5006;128.1235;321.639;37.0587;434.0206;272.024;9.8462;214.868;132.2842;83.0003;15.2158;0.9941;153.53197;121.444;52.8289;41.2392;105.0233;34.9422;8.9226;8.4071;14.8406;5.2267;8.1717;6.577;1.5987521;12.4819;3.0547943
T16S3;8/25/2020;induced;16;3;2.6093574;319.862;126.6005;263.4698;39.8582;365.546;200.9027;13.0186;208.8597;126.7467;61.537;17.9047;1.7172;168.88876;104.9081;51.5165;34.5411;81.8368;37.3326;11.7423;9.7653;11.9628;3.7388;4.0341;7.6042;1.5212275;10.9435;1.6642693
T16S3;8/25/2020;induced;16;3;9.9591007;237.4417;78.3863;136.2739;16.1096;228.8738;150.1823;5.2452;119.8462;86.1053;47.4424;8.4186;3.1759;153.08908;55.1736;39.3054;20.1311;67.0518;30.5757;12.0055;4.9036;9.3817;4.4777;3.6645;4.2063;2.6388056;6.215;4.4505601
C17L3;8/25/2020;healthy;17;3;2.1159668;335.389;117.7163;343.0975;35.719;394.6376;280.371;17.5033;200.2412;114.8378;84.1673;20.4129;0.4446;150.65617;137.8588;20.8271;22.5492;87.0318;28.4946;10.361;8.6995;10.2639;2.9606;3.65;7.7486;1.4249254;10.762;6.5504718
C17L3;8/25/2020;healthy;17;3;6.4831395;364.0469;148.5841;365.9253;36.571;543.9764;282.8982;12.5827;212.6726;145.3639;91.0775;19.2299;1.0604;150.60429;152.3378;18.4741;23.2542;149.7289;24.3249;13.1616;3.9764;14.0881;5.783;4.6011;5.9991;5.8342772;13.6132;1.085596
C17L3;8/25/2020;healthy;17;3;0.41692811;329.1791;107.7178;283.4253;38.0613;447.011;199.0757;11.7516;219.176;116.4787;64.7957;18.3501;1.5104;141.98286;125.6248;22.407;29.2043;128.1616;34.0921;10.3491;10.8769;14.5866;9.4012;3.1872;5.8553;1.3479751;10.7962;1.6921139
C17L3;8/25/2020;healthy;17;3;5.3720541;363.9254;96.0403;219.2349;26.6667;378.3174;168.0355;9.7746;227.0854;122.279;70.6239;19.9964;2.3364;142.39311;119.3438;23.8787;25.189;103.4151;30.9107;8.2509;5.2676;14.1912;6.1432;7.5573;10.1899;2.0177491;10.7828;1.8053595
C17L3;8/25/2020;healthy;17;3;1.961496;390.0918;144.9459;285.768;24.2794;667.7521;258.0227;16.3349;211.5084;146.0105;112.4079;23.2899;2.8041;176.4407;113.8038;22.3303;41.7783;137.8878;30.8553;8.9557;9.1803;9.5556;4.2019;4.5543;9.4885;3.0765104;8.8656;1.3324118
C17L3;8/25/2020;healthy;17;3;2.1092439;332.9612;120.8462;262.6911;18.2331;406.7193;235.3205;16.8952;220.6534;115.596;80.4967;28.2133;3.1156;159.89174;110.0294;21.8778;42.4891;94.2393;29.0772;4.6193;5.2615;10.1578;2.6878;3.773;7.5499;4.7121873;7.5794;0.50493532
C17L3;8/25/2020;healthy;17;3;1.8163403;351.303;93.0824;268.6978;27.9997;293.7538;155.18;12.4404;229.3712;126.2006;48.7891;17.7699;1.9637;148.48782;91.0442;25.991;31.2972;61.8367;28.5162;9.5705;8.1747;10.0072;3.2204;2.6525;9.3385;2.1445642;10.9424;3.619463
C17L3;8/25/2020;healthy;17;3;5.5213566;295.7296;91.8207;233.6387;26.862;286.5348;131.3787;8.8426;212.6552;91.3587;56.6469;20.0313;0.7579;166.32509;106.8433;26.3206;27.5776;57.6094;24.867;7.6697;10.619;7.2005;4.6216;2.7121;14.9822;1.1412511;2.922;2.0280111
C17L3;8/25/2020;healthy;17;3;5.775444;320.3797;102.4343;200.7374;22.8694;245.2854;137.234;11.9436;212.6572;106.3431;61.7295;18.0602;6.152;151.08865;85.3861;25.6932;30.7239;64.3523;29.4471;5.5624;3.8121;20.7949;6.9546;2.4353;3.4223;0.82664299;9.439;2.7622597
C17L3;8/25/2020;healthy;17;3;2.8448715;319.6961;110.7503;232.1802;21.9475;251.4555;143.0073;10.6079;192.5284;88.1493;71.0857;15.2458;3.6682;185.50311;84.7127;18.6617;22.2421;45.2103;21.6392;8.5283;7.9226;15.93;9.8237;4.0642;7.0712;5.3558455;4.8455;1.4107927
C17L3;8/25/2020;healthy;17;3;2.7967877;304.6697;117.3488;214.4553;24.3655;266.7828;130.034;9.2477;218.4185;110.2473;68.7062;16.4523;1.0205;146.10236;98.7158;27.6471;25.6613;62.0563;31.0831;10.6629;6.7253;14.063;2.8883;7.8053;8.3674;3.3689809;5.8155;2.336046
C17L3;8/25/2020;healthy;17;3;3.5694034;302.2444;107.1171;202.9506;23.8281;277.5911;108.3473;8.3133;185.1782;91.5663;83.2069;13.4882;3.5816;175.09164;80.8175;24.3325;19.4811;59.891;21.0454;7.6544;9.9967;16.6964;3.2537;2.8571;6.4245;1.2911466;4.9551;2.4899247
C17L3;8/25/2020;healthy;17;3;1.4996848;306.1714;105.9596;220.7282;24.2472;237.2086;132.575;7.093;195.5067;104.9485;57.6986;18.7608;2.0871;160.83783;90.1499;22.0235;19.5123;63.8379;25.0031;11.4602;9.9489;13.7827;8.9593;3.6995;10.1828;5.8440838;3.4536;1.796104
C17L3;8/25/2020;healthy;17;3;4.2899537;323.2737;100.4286;191.1911;40.2563;275.32;129.6077;6.5632;224.2131;98.4213;64.0189;15.1096;2.6522;159.06924;83.8089;21.2718;22.4769;62.2026;28.2762;7.9028;7.1484;12.1483;3.3552;9.3812;5.2629;1.215418;5.0896;0.88497412
C17L3;8/25/2020;healthy;17;3;5.4683146;325.7527;105.5185;194.111;20.7183;298.6737;132.5596;11.7444;219.1051;110.7972;63.7435;15.8827;1.5604;148.13647;82.0568;29.1032;24.9602;59.1979;25.5462;4.4751;10.1546;9.0239;6.6429;2.7077;6.9536;1.468291;7.3418;2.3154838
C17L3;8/25/2020;healthy;17;3;5.7628369;326.878;94.5827;250.7316;27.7037;295.6503;146.2878;9.7019;250.1296;119.9779;64.4984;22.1013;5.7011;151.97388;88.5956;24.8331;27.6605;57.5061;23.1535;13.6807;9.4594;13.5113;2.2429;4.1975;6.3058;2.0213473;2.1873;0.40079713
C17L3;8/25/2020;healthy;17;3;4.1850586;319.7249;112.2404;229.5575;31.4026;296.6185;170.9674;11.3392;233.6094;93.9295;70.1766;20.1103;2.2737;165.39093;95.4173;22.3483;17.4314;83.597;28.9563;10.9724;5.3222;12.5736;4.9415;2.4588;7.2403;4.4145947;7.4476;0.33983117
C17L3;8/25/2020;healthy;17;3;1.1523167;294.5651;115.3977;244.4264;20.8405;350.3675;154.6395;8.662;201.0833;120.6834;72.1992;18.9153;0.9507;160.19167;86.7049;31.2672;31.599;81.7122;28.0892;9.3902;7.1627;12.8313;3.0891;5.5296;5.3566;0.73394328;8.5182;0.50734937
C17L3;8/25/2020;healthy;17;3;2.4393733;374.3028;120.0097;289.8172;32.2025;450.3841;213.4276;9.6837;214.5407;117.4188;67.4185;30.5072;1.3067;144.7818;124.0091;24.6804;25.9835;104.6496;34.7255;8.4177;7.9745;9.3634;7.3723;3.1296;7.5737;3.9236388;6.6134;2.5472002
C17L3;8/25/2020;healthy;17;3;3.379545;375.566;135.8306;289.7876;30.5728;449.266;249.1892;10.9106;219.5494;140.4356;80.8842;23.5063;2.5936;171.37268;138.1201;28.5258;23.3334;95.5909;40.4864;11.7832;8.7262;11.8308;3.5704;3.9415;4.9704;4.1870251;8.0216;1.0304168
C17L3;8/25/2020;healthy;17;3;1.5146955;416.1196;164.1172;418.5801;34.4512;603.7311;361.1876;8.5454;235.6209;138.9467;101.1456;21.3563;3.8734;182.7677;178.639;25.2629;31.6034;97.6632;35.5651;9.3255;13.3657;9.6752;9.6182;2.55;8.5534;1.6428094;8.021;1.4717916
C17L3;8/25/2020;healthy;17;3;0.82238293;384.9165;138.7475;413.5686;31.3179;462.1791;358.2797;10.7089;248.2549;143.9283;91.0064;18.5793;1.7128;180.15866;173.0336;28.6922;38.7012;108.8876;39.3612;16.1521;12.4416;11.219;4.7835;4.4037;11.4487;1.4084501;15.1935;2.5173545
C17L3;8/25/2020;healthy;17;3;4.8010182;385.0594;133.9579;434.0036;27.1541;597.1929;396.8029;12.1782;243.8578;139.6526;95.2611;22.9747;4.0104;171.06744;189.7182;22.0617;36.4406;94.1334;32.8054;14.1063;8.3882;14.2141;3.1437;2.5951;10.5784;3.3207881;9.7292;3.3000374
C17L3;8/25/2020;healthy;17;3;5.2405572;341.6819;154.4275;318.3507;30.7558;448.3432;283.2511;17.6981;216.3577;135.9934;82.0823;17.4566;1.587;150.92551;130.4666;26.8034;41.8067;80.7802;43.8718;17.0172;11.6932;15.6836;4.5636;2.5394;8.9084;1.7433565;7.0654;0.62257963
C17L3;8/25/2020;healthy;17;3;2.0199885;349.8054;133.0506;319.7769;32.2759;416.9044;257.7457;13.2496;218.3378;146.4752;108.8485;21.1077;2.5386;157.29755;129.6242;28.5196;44.5651;80.0223;25.6537;17.4422;9.5274;13.446;8.5953;7.767;10.1762;3.7899718;8.0893;0.61964339
T17S3;8/25/2020;induced;17;3;2.0741186;989.1435;359.3044;637.3151;80.02;738.2138;521.8959;45.1747;529.724;415.906;128.5213;33.4781;2.7061;222.39478;321.717;37.6033;186.4688;137.7478;90.9334;50.2228;70.4928;33.9867;34.6553;17.894;12.9674;6.6610093;36.6274;7.1252413
T17S3;8/25/2020;induced;17;3;4.1904063;794.9052;351.9339;612.3323;87.3472;729.3024;461.8528;39.3351;440.5176;366.229;127.3912;28.5438;7.7898;221.15697;291.1566;38.6117;140.5468;144.2513;81.7615;52.1107;67.2218;25.6262;33.7859;6.4883;16.1482;2.8330123;29.3246;11.752481
T17S3;8/25/2020;induced;17;3;4.0362425;577.249;234.2282;485.593;75.2248;552.137;416.1568;21.7375;365.5879;278.2178;106.4178;20.6211;5.761;196.02853;249.8476;31.8627;92.1199;106.7537;75.5581;31.6467;48.0526;21.4509;20.002;8.2768;14.4347;7.0518789;30.5623;11.528865
T17S3;8/25/2020;induced;17;3;5.5682149;656.9182;246.2055;549.5269;80.6056;577.5823;399.2843;30.6446;341.8262;283.7147;103.7769;22.4059;7.0216;197.11497;225.7188;31.5702;98.27;119.5937;72.3102;29.6143;42.0594;21.5459;22.1929;6.4987;11.2328;9.6074295;27.1608;9.3004656
T17S3;8/25/2020;induced;17;3;1.5903579;719.7724;276.6395;444.8302;58.1518;521.2658;328.3417;35.1168;435.1875;328.2588;91.1038;23.534;2.0617;214.07033;219.6988;41.2508;133.9785;88.379;81.4758;28.3712;46.2784;21.5779;23.5841;8.4481;13.7627;6.0914054;24.6573;9.7038565
T17S3;8/25/2020;induced;17;3;3.0730758;685.9991;256.3929;539.4237;80.0852;584.2906;398.7431;32.2253;417.1218;298.5752;101.8489;24.7116;2.8166;189.8112;255.2005;39.9389;117.264;108.0942;77.1354;40.9023;47.1423;29.1201;25.3733;8.5945;14.864;3.7257593;25.2975;10.324778
T17S3;8/25/2020;induced;17;3;2.6598182;581.4697;227.9838;583.9093;59.1523;597.6724;464.2342;28.1239;316.5211;260.8303;116.6377;29.2094;3.2966;185.79535;250.768;32.1838;81.7465;114.1763;61.6034;30.2415;41.5977;26.9976;21.8687;8.5369;16.8745;6.7804141;16.8431;16.738705
T17S3;8/25/2020;induced;17;3;3.5775764;654.9141;245.0043;532.4044;67.4127;611.8909;441.617;33.2767;333.6428;279.6836;115.823;24.5365;3.821;191.08601;239.3027;39.0648;100.3259;95.3089;71.5374;26.3205;41.7842;20.2227;18.9035;6.8137;15.6911;2.1160724;30.3773;10.19701
T17S3;8/25/2020;induced;17;3;4.2379093;561.4811;224.5731;407.3553;53.2256;456.5769;352.0173;19.6952;351.8751;255.7028;88.963;18.3916;2.9687;193.44659;194.3399;36.5115;83.3739;99.9862;50.8242;22.9088;39.0745;23.8863;22.9627;4.7509;16.0081;8.0675421;25.1482;9.7761974
T17S3;8/25/2020;induced;17;3;2.9338973;598.3677;232.4286;376.2047;61.5601;471.1475;306.7761;26.0747;360.815;237.1622;94.8223;23.7124;2.8399;182.23685;192.814;36.225;81.2491;107.8293;62.5703;22.412;39.8227;20.991;18.9267;9.1814;14.2482;7.113831;20.2351;7.3459864
T17S3;8/25/2020;induced;17;3;2.7912953;561.8797;214.6478;449.2719;54.5484;553.4213;374.0617;28.4236;333.3994;231.352;101.5619;25.5854;6.4264;175.84947;207.7979;38.3946;77.0037;94.5195;73.2437;27.3791;32.2127;21.5828;19.2384;5.8632;12.2888;7.2784829;17.0349;4.6601124
T17S3;8/25/2020;induced;17;3;1.3476821;584.9796;229.662;606.6357;69.6975;558.7653;468.3425;17.8583;349.3824;246.2682;88.856;27.7028;1.652;169.32106;246.7453;37.2742;70.4362;106.956;74.4557;29.0092;31.2099;20.5323;21.1334;4.5868;13.3026;7.1066065;18.1256;12.892473
T17S3;8/25/2020;induced;17;3;7.922008;559.3262;251.7896;527.3954;58.4928;537.3447;480.0112;24.9914;313.6761;204.8418;112.1136;23.8854;3.0167;167.38921;240.2506;37.8778;83.2804;97.2359;58.0227;32.9755;25.9332;28.6969;15.412;6.228;10.0316;5.2937484;15.1087;14.017645
T17S3;8/25/2020;induced;17;3;3.5580323;526.194;200.0234;441.2199;48.938;469.1441;349.3827;34.0028;331.5961;235.7284;101.1624;22.5801;2.23;184.39861;169.2213;38.3109;75.6318;80.2316;65.8839;28.8639;23.831;18.3028;16.9944;3.5161;7.3045;6.0898576;19.6044;7.1559052
T17S3;8/25/2020;induced;17;3;1.3826703;510.3269;223.2328;437.3487;46.8572;515.2025;357.066;19.0132;322.3123;208.2521;83.9407;26.2817;1.3801;185.22223;199.6609;36.478;71.2123;91.3683;58.0952;26.2032;30.0964;19.4286;16.4039;3.5236;13.7521;6.4614868;14.8472;12.275614
T17S3;8/25/2020;induced;17;3;5.9867182;506.9271;195.9996;434.4914;51.0868;513.7988;384.7037;21.4759;309.3282;233.097;81.0409;21.3022;2.0907;194.87889;180.1965;36.4725;74.8931;94.8476;62.5083;21.9609;28.9662;20.1814;8.8386;5.1583;17.5853;9.001647;15.7822;9.9745827
T17S3;8/25/2020;induced;17;3;4.1073661;528.2656;201.3234;429.331;66.9182;564.0802;347.5211;23.8573;307.0185;209.1372;96.767;26.2722;3.9914;166.74713;196.6701;30.3923;68.1896;99.7976;53.896;20.4036;26.3981;24.5408;14.8048;5.9736;12.5732;8.2401142;16.805;7.5701766
T17S3;8/25/2020;induced;17;3;0.40665248;475.1257;177.3523;418.4236;45.7075;557.115;391.8852;30.4513;315.11;206.7016;118.3729;16.6682;3.6059;184.75421;177.2252;24.0724;55.5124;101.4284;55.8296;18.1115;33.9227;18.8594;17.0294;8.5035;10.8195;5.9671655;21.242;14.653752
T17S3;8/25/2020;induced;17;3;3.2425086;492.2523;179.6693;357.0981;46.596;466.9716;308.9689;22.9812;318.1821;198.0211;96.0808;20.094;2.6363;162.43408;159.2259;37.1524;53.7294;105.0077;57.6435;17.8454;26.7755;29.3937;19.0664;5.1881;16.0016;6.8230214;19.2268;4.994926
T17S3;8/25/2020;induced;17;3;2.6417122;455.5553;163.0925;315.4785;37.1069;444.2543;251.7408;29.1137;345.6038;191.07;89.2611;24.0661;1.7515;155.0829;156.7018;35.2007;62.1032;80.6973;63.8081;21.2519;20.3054;21.3791;13.8534;3.8898;11.4879;9.5118027;14.2328;8.9819555
T17S3;8/25/2020;induced;17;3;1.6522294;479.2953;155.1648;323.3237;50.8828;469.6592;258.3815;22.3027;317.049;156.7729;95.9703;24.6444;4.1586;177.65379;142.8263;33.5362;58.4404;89.2624;49.2016;14.6026;21.2856;20.975;10.0146;5.4027;9.9137;6.4938331;12.5378;6.5383596
T17S3;8/25/2020;induced;17;3;2.791862;437.2906;172.8423;401.0946;50.7215;541.6918;325.0478;23.3829;297.7511;179.6738;97.7413;23.149;2.3407;203.87508;166.4389;44.3594;61.5406;99.2179;50.4935;15.5029;28.3466;15.5505;9.0944;8.8007;10.4397;6.4097877;18.6415;8.0890141
T17S3;8/25/2020;induced;17;3;3.9596217;466.7623;177.8155;392.1146;41.4688;582.9808;358.1904;18.9813;308.6533;174.0491;105.0367;19.8504;2.2309;169.43521;173.8369;36.0384;50.7437;95.106;57.4072;19.8129;24.5774;16.6651;9.1434;6.8044;12.1108;6.7717123;25.4138;6.7005415
T17S3;8/25/2020;induced;17;3;6.1436763;439.7001;195.5898;456.0488;45.9977;603.2582;366.4782;22.4948;310.5019;201.5749;106.5048;24.4109;4.6326;184.47328;170.944;41.2248;62.1102;100.3938;46.5193;19.398;19.1929;11.4926;13.4081;3.3632;9.7261;4.4638982;20.4075;4.6785178
T17S3;8/25/2020;induced;17;3;7.0645103;351.5812;116.4443;251.8582;27.4893;398.3223;254.31;13.1725;220.2902;133.3052;73.9094;21.7139;3.7122;162.23871;94.4562;25.7193;26.1661;84.7307;37.7562;10.8475;20.5648;17.9417;7.7383;6.7197;8.1759;6.7053928;14.1586;5.8779244
C20L1;9/18/2020;healthy;20;1;6.8682451;827.9507;327.5116;292.8514;57.1155;574.3708;357.2921;24.7355;216.6792;267.2139;168.8129;38.3053;3.6799;615.38391;137.1784;72.0659;31.6252;146.6426;84.7535;27.8661;18.3975;89.8494;20.8621;13.3129;39.0697;24.423286;24.0577;46.627613
C20L1;9/18/2020;healthy;20;1;9.567029;830.1639;282.9831;300.8055;55.2216;551.3914;351.3935;28.8046;221.677;327.6928;151.2719;35.8714;4.2749;647.32666;209.1457;100.963;40.7423;160.0888;83.2162;33.6175;15.3729;123.9007;22.1181;26.7414;36.3079;18.905973;15.9154;22.478525
C20L1;9/18/2020;healthy;20;1;10.189125;841.287;322.373;280.531;71.3934;535.9434;379.4138;27.3259;195.3974;272.2573;151.0784;33.2397;4.8814;642.89838;170.2041;97.3902;58.8172;152.2315;93.4432;38.9371;19.1107;88.7833;14.8712;13.92;40.2626;11.154566;15.6981;15.988073
C20L1;9/18/2020;healthy;20;1;3.4452217;911.7344;322.0482;289.7258;91.8336;648.941;386.1804;39.8246;190.0956;322.2035;146.3193;50.6721;4.9999;671.9137;215.0027;66.1815;35.8234;143.1368;90.1043;33.7439;17.8321;103.6556;14.6259;19.6751;37.4421;29.5604;17.59;32.208454
C20L1;9/18/2020;healthy;20;1;11.92507;973.8917;374.0235;515.1452;100.6209;3171.7629;597.5426;34.322;395.5255;378.7122;506.8043;64.3082;8.3314;670.64166;281.0818;91.1218;55.2021;143.4047;119.856;52.6593;22.9064;113.928;27.8668;29.4286;54.6004;22.687542;25.3748;50.394238
C20L1;9/18/2020;healthy;20;1;5.8831162;1332.8518;561.6962;1088.0201;173.8583;8379.4258;1697.6951;64.5885;822.9637;439.2233;997.0848;82.9928;8.8086;738.16754;397.1365;119.2083;77.3301;230.7338;197.1227;60.6885;21.9448;122.3195;23.7059;16.6654;48.6609;17.912584;27.1043;38.364788
C20L1;9/18/2020;healthy;20;1;5.7324166;1464.7244;582.1852;1438.882;190.5237;9198.3242;2211.2283;48.9832;898.2849;480.2993;1225.8456;88.8947;8.0829;685.89587;490.7796;111.4771;107.0058;229.1364;235.9671;54.516;40.9696;132.1311;19.092;19.1035;46.5079;29.756121;29.7431;40.68026
C20L1;9/18/2020;healthy;20;1;5.66642;1397.1287;562.5436;1470.4998;195.2923;6577.981;1951.4229;57.7215;847.7197;504.2903;911.1851;78.3504;14.9176;750.92621;496.8299;122.6722;123.3462;237.4307;232.5617;83.1865;39.9365;137.3798;38.4157;21.0347;40.9392;19.433832;24.1178;43.002872
C20L1;9/18/2020;healthy;20;1;11.059483;846.8203;300.3644;183.314;42.27;576.7543;375.1485;25.9171;184.7062;288.2345;154.7472;35.9365;3.4682;661.29163;149.6142;88.1564;32.4338;160.28;110.128;22.8844;21.1952;122.4163;16.8507;21.9659;42.1319;24.6728;20.4453;41.817169
C20L1;9/18/2020;healthy;20;1;3.8519776;844.5728;301.8369;240.3105;54.9328;550.4134;391.53;15.8325;187.8987;279.8293;157.0597;46.16;5.1615;603.71808;154.2052;80.4644;28.4959;127.7192;112.5098;20.4791;26.6582;81.9023;15.5935;16.1991;26.2888;13.814549;31.9554;17.959999
C20L1;9/18/2020;healthy;20;1;11.367218;726.916;301.2949;247.0868;44.3091;505.5875;367.6146;25.8144;184.8275;235.693;125.0009;32.9962;5.4041;633.70178;174.5818;89.0308;35.8861;143.0083;69.7963;24.5593;19.6127;86.7441;20.8722;18.2962;45.8925;12.77636;11.573;19.439981
C20L1;9/18/2020;healthy;20;1;6.5839109;776.977;288.094;225.8762;42.2062;511.0006;347.4197;16.8585;158.7258;273.6544;136.0535;28.3113;4.9604;605.57111;143.4946;107.9332;50.3565;122.9115;82.1558;27.4574;30.6126;98.7732;14.5812;9.3451;25.0763;12.325714;12.7122;21.116823
C20L1;9/18/2020;healthy;20;1;4.7250571;762.5485;282.0322;236.658;59.1176;525.9498;359.5196;23.4405;167.3418;255.93;151.6397;34.745;13.3607;653.19934;163.8387;90.7221;34.3431;138.845;92.4576;22.3394;20.848;102.9902;15.3251;20.0187;36.694;12.426906;10.7357;20.986382
C20L1;9/18/2020;healthy;20;1;12.0966;781.8763;267.9665;213.6106;48.2446;504.8743;369.6948;19.3351;164.3255;242.522;142.1207;29.4308;1.0372;648.64233;134.0767;89.0026;47.196;147.6558;95.6987;14.3313;20.5257;95.9227;17.952;18.4503;36.5943;14.395619;13.5167;16.569483
C20L1;9/18/2020;healthy;20;1;9.4398251;753.5443;279.9141;229.9801;44.3094;512.9587;365.7213;18.09;154.1386;258.8711;138.6133;36.271;2.6579;617.89258;132.5735;96.6274;40.6989;160.2885;58.207;20.5333;24.6709;100.3686;7.0758;13.3138;27.7565;15.919016;14.8679;23.770872
C20L1;9/18/2020;healthy;20;1;3.0221622;749.9453;273.3947;241.0505;45.1541;495.1179;369.1185;13.3864;168.1653;260.601;124.5601;33.9024;6.8286;602.23956;135.1703;84.8466;20.1442;142.2412;62.6541;20.8183;14.0518;78.1503;21.897;11.4226;30.2938;6.8484702;4.924;26.818449
C20L1;9/18/2020;healthy;20;1;5.6979141;760.5377;262.5911;178.2126;44.4882;510.8792;350.8769;24.2883;204.0726;254.5613;158.6907;33.8113;6.4898;650.70117;159.9117;97.4762;24.2983;134.3066;67.391;22.4042;11.9019;104.3836;15.5133;7.8748;36.058;13.892018;12.0503;10.122425
C20L1;9/18/2020;healthy;20;1;11.241654;754.2219;283.497;198.0687;64.1184;523.3374;350.3197;13.2759;186.2662;225.4897;135.4492;22.8888;3.4576;602.35181;140.3328;66.8744;31.5107;145.5052;66.7048;22.8518;21.5216;94.8543;10.9615;17.1099;22.5572;14.946942;9.921;12.091754
T20S1;9/18/2020;induced;20;1;2.5441597;1196.5697;566.2397;1247.8115;187.7563;1888.3875;1395.8246;64.5389;1129.9365;589.6143;350.7;79.8939;16.6347;770.34778;647.27;185.0916;157.217;328.6552;248.5657;65.9712;33.3099;122.1622;47.3781;16.3637;40.347;30.335886;43.2153;31.487715
T20S1;9/18/2020;induced;20;1;8.0789185;1136.6976;519.3152;1228.0505;208.8166;1328.0753;1020.2571;51.0398;1164.2234;645.9528;306.3887;90.5902;11.571;717.78168;561.2576;248.692;152.7522;310.4334;209.3037;58.9075;58.0821;121.0068;46.0882;26.1134;56.9725;19.304968;42.8044;26.186872
T20S1;9/18/2020;induced;20;1;10.171376;1094.278;527.8693;1101.8501;148.0786;1135.15;743.1808;51.4952;1129.2391;572.1259;313.9857;101.2813;11.5064;769.69366;441.9302;251.2274;187.1559;230.826;227.5291;59.5583;43.6568;138.2441;21.0482;21.0842;50.4348;24.895283;28.8469;33.042568
T20S1;9/18/2020;induced;20;1;4.4119754;1176.9711;519.3898;1085.4851;197.4291;1247.1311;816.2319;52.5886;1180.2019;602.7713;294.9146;93.8575;11.7166;693.46448;540.3651;274.7452;123.5662;252.6955;209.311;68.6437;43.8794;106.5291;33.6064;23.1526;52.1418;24.292202;27.6365;40.861485
T20S1;9/18/2020;induced;20;1;5.7365789;1113.5603;511.1036;1175.3401;165.1328;1204.222;786.166;75.1489;1157.7572;627.5341;271.7068;86.5308;8.1534;724.70227;510.5709;257.3417;146.747;315.1418;206.0383;67.0113;54.9082;149.4437;38.6937;37.2033;60.4579;20.326683;32.2987;33.938965
T20S1;9/18/2020;induced;20;1;8.047677;1175.2509;537.8903;1161.4413;169.7556;1844.4774;1316.5175;41.5328;1148.4137;670.3312;322.6914;106.7743;14.3644;740.38055;466.2372;235.5179;143.7137;365.956;214.8277;51.406;63.5709;127.4866;29.9837;25.4258;52.6807;40.150906;27.2848;29.327375
T20S1;9/18/2020;induced;20;1;4.6637454;1192.0106;560.6403;1413.2689;194.3336;1915.3887;2048.4382;100.0602;1071.1818;653.8973;381.4468;89.078;17.3072;746.43799;532.2831;253.1162;184.3168;308.6936;217.3857;83.7879;74.2128;127.7128;44.7044;18.6886;46.6977;23.81588;25.3076;38.738605
T20S1;9/18/2020;induced;20;1;12.827719;1216.2289;567.0561;1401.2556;197.867;1978.9924;1667.0131;62.4202;1100.1146;626.0052;355.5923;102.8479;11.2572;768.84863;604.1528;310.5539;206.8943;315.6364;268.1767;74.1523;57.7916;120.9258;40.2053;16.9362;74.6226;30.490938;28.7504;43.692715
T20S1;9/18/2020;induced;20;1;10.362282;1291.2882;621.3926;1344.6324;206.1088;2131.2949;2061.5164;77.3888;1180.2029;645.2912;444.4059;97.7545;10.7589;766.37091;526.9505;263.3595;153.5414;354.286;301.339;65.8924;48.3789;140.347;37.8811;25.7129;50.6242;32.655754;34.8171;39.46209
T20S1;9/18/2020;induced;20;1;6.9551487;1327.5876;570.52;1387.0964;186.9344;1840.3719;1684.0929;58.6387;1154.8329;627.0345;401.5012;118.1088;7.5164;748.18353;602.8582;272.3453;218.4849;288.5122;254.6313;72.8005;54.3678;125.4784;35.9852;20.1885;73.6208;29.412596;35.454;33.725216
T20S1;9/18/2020;induced;20;1;13.309092;1262.5427;667.2986;1303.3694;175.2385;2674.1189;2197.9253;72.7586;1253.2848;611.0427;479.7039;94.8675;8.6898;704.5144;507.2464;214.2414;216.7512;400.1195;242.8997;77.6482;50.7923;119.6441;40.5407;26.2179;36.5002;18.714455;29.5841;35.453396
T20S1;9/18/2020;induced;20;1;5.9926782;1344.9773;616.604;1363.3662;174.02;2227.677;3034.7478;67.7936;1185.0996;666.3771;435.1972;115.797;10.9844;760.05353;570.4558;261.1987;178.8639;294.0459;338.158;85.0985;38.6069;135.7053;43.4253;22.3198;50.103;24.824743;37.5323;24.049549
T20S1;9/18/2020;induced;20;1;12.113295;1334.4054;655.1164;1374.6592;194.4368;2643.9084;3100.5525;64.8785;1218.9165;658.2385;500.7698;103.2543;10.6559;786.45514;592.4777;258.2253;222.7056;349.8911;337.4607;68.2165;52.6052;106.2504;39.8268;23.6496;58.4423;46.303974;49.5309;51.31966
