Sample_ID;Date;Treatment;Plant;Repetition_measurment;CH5O+;C3H5O+;C5H7+;C5H9+;C5H11+;C6H9+;C6H11+;C6H13+;C7H9+;C7H11+;C6H11O+;C6H13O+;C6H15O+;C7H7O+;C8H13+;C8H8N+;C10H15+;C10H17+;C8H15O2+;C8H17O2+;C11H17+;C9H11O2+;C11H19+;C8H10NO2+;C10H12O2+;C12H21O2+;C15H25+;C16H27+
C15L3;8/25/2020;healthy;15;3;5.3431644;289.3829;113.3772;234.0465;34.1517;720.1705;238.2733;7.6181;188.8068;87.9384;129.122;17.1619;1.5052;148.84506;87.263;20.4362;35.2724;61.7991;27.0251;9.0256;7.8219;15.2713;5.4776;3.7825;4.3298;1.57584;14.0053;1.8166543
C15L3;8/25/2020;healthy;15;3;0.96621263;301.5798;93.5831;252.2569;37.4953;482.1196;200.5778;13.0901;204.5754;126.074;96.9064;11.7705;2.806;146.87859;125.4232;19.5029;32.4582;72.4936;33.3315;11.9002;8.996;9.8602;5.7088;4.0949;6.8618;2.209748;11.6814;3.2253842
C15L3;8/25/2020;healthy;15;3;1.8857002;321.157;103.4978;271.5694;27.4766;552.8758;223.5282;10.2062;184.1385;115.9324;105.9659;21.5803;1.2393;187.4257;113.9134;25.2442;24.2425;77.3946;37.9455;9.1617;8.3924;9.1979;4.0538;4.0607;3.2359;1.1275947;12.5254;3.8135567
C15L3;8/25/2020;healthy;15;3;6.5652671;321.1052;112.9618;290.6201;35.3123;574.4435;246.3286;9.8227;183.4426;116.3634;94.7046;18.1361;0.9288;168.52719;103.541;22.1841;37.6052;96.4232;25.5748;11.2475;5.5558;14.7543;5.4823;2.6237;6.572;0.88068759;10.2611;3.7196214
C15L3;8/25/2020;healthy;15;3;6.0336037;321.938;111.6653;329.8247;30.4205;564.5346;277.978;10.7921;165.169;133.1498;92.4492;17.5359;0.8751;171.61969;131.6152;26.1599;18.0529;100.8992;52.8606;13.1109;7.6796;8.658;6.3403;2.8921;7.6154;1.2942772;4.3582;1.1621008
C15L3;8/25/2020;healthy;15;3;3.5332546;331.3592;117.7533;287.9488;22.2016;427.357;269.2624;18.6004;196.4947;122.1695;91.6489;21.8256;0.6331;161.10669;124.3091;20.7354;21.0464;77.5427;38.928;3.9066;9.8392;10.2023;8.503;4.8463;6.2166;3.4492755;7.5085;2.4228771
C15L3;8/25/2020;healthy;15;3;4.2909698;294.6879;111.3708;286.6291;40.7992;308.2095;181.7312;11.2272;163.6469;92.5726;70.122;16.6687;1.8104;170.81534;106.7388;22.523;21.7421;67.9162;34.0861;7.3643;4.8259;11.351;1.6101;2.9163;6.0811;1.2416072;7.1116;1.2405354
C15L3;8/25/2020;healthy;15;3;5.4364705;326.1202;80.2395;192.5642;24.6012;247.244;157.374;9.8892;173.792;105.224;66.1747;16.3058;1.6457;158.54482;93.5621;26.7466;24.4857;71.7666;29.1579;11.2132;8.2324;10.8037;5.201;4.4421;4.2585;3.0854864;6.0276;2.8673224
C15L3;8/25/2020;healthy;15;3;7.40593;265.5335;104.0051;240.0316;27.0416;248.6298;143.587;9.9629;192.9564;90.6607;78.8657;11.3006;1.4067;183.38385;84.4852;23.9207;21.5062;46.2503;21.7741;6.6013;3.3289;10.1799;7.7992;0.8018;3.4617;2.9108782;3.4807;1.098371
C15L3;8/25/2020;healthy;15;3;1.8385227;301.8322;116.6532;246.8497;23.9685;295.064;188.9686;12.1635;193.2819;99.4607;83.7544;21.5386;1.59;147.16405;95.5208;22.8941;18.2416;52.4336;26.6025;13.6603;9.1669;8.3431;5.6085;6.1818;5.2527;0.34017849;6.7808;2.170491
C15L3;8/25/2020;healthy;15;3;2.1778784;299.5022;96.687;247.7745;34.7968;252.1032;208.0666;17.2373;190.1391;96.9897;72.0772;12.5405;0.9017;155.40784;123.4578;26.0935;15.7578;46.9886;32.0675;4.4921;8.2128;9.0735;1.7013;0.6451;6.3149;2.1016695;4.7177;0.91058272
C15L3;8/25/2020;healthy;15;3;4.7623138;342.5332;101.0735;360.9231;25.631;365.6079;255.2916;13.5719;187.483;111.7356;73.6146;22.5793;7.5981;147.67963;135.3939;18.8999;21.7435;81.3402;21.3913;10.4879;6.0575;6.2327;5.3739;4.5066;2.9635;2.3915329;6.9637;2.4851491
C15L3;8/25/2020;healthy;15;3;1.8426234;321.5957;100.5301;359.3723;25.0953;375.9494;250.544;9.5928;189.0648;116.1388;61.9879;12.8284;1.5863;178.64951;131.3557;24.1469;19.9193;78.6674;32.8438;8.5017;8.5843;8.577;5.1121;1.5012;6.6156;6.0465331;9.6745;2.098141
C15L3;8/25/2020;healthy;15;3;3.1055408;308.4541;122.9922;293.7116;22.7516;325.6642;205.7611;11.574;201.8084;106.7877;75.6241;14.3568;1.6189;174.38718;90.5232;21.737;20.1368;70.6308;29.2127;10.8328;8.5431;10.2177;4.9251;2.3235;7.2351;2.4854984;7.8588;1.9295322
C15L3;8/25/2020;healthy;15;3;3.3162172;267.9414;69.9083;174.8222;14.9805;244.7312;170.747;8.4295;136.824;81.2662;69.2717;11.1801;1.5937;152.16524;86.1468;17.174;17.1631;58.9857;20.1818;6.9547;2.265;8.0137;4.2913;3.2869;6.2577;1.1755242;4.3877;1.903113
T15S3;8/25/2020;induced;15;3;2.7677991;316.3949;135.5297;416.4984;33.1659;340.4102;334.1964;8.4535;178.2893;110.7731;83.392;15.3797;4.5402;153.91699;170.7334;26.0247;28.9512;45.7235;52.0946;8.09;9.8378;11.0699;2.1164;4.4848;2.808;1.7902132;6.2755;2.6958113
T15S3;8/25/2020;induced;15;3;4.1451845;330.9307;115.7377;436.5214;30.0823;320.806;365.7983;10.1319;195.5473;108.5608;85.0047;19.4379;2.3693;157.5031;182.2918;21.6758;23.0231;58.6429;43.4398;11.0285;4.5468;13.45;3.46;3.4001;6.0851;2.3292651;13.9768;2.9770999
T15S3;8/25/2020;induced;15;3;0.37468398;343.3151;137.6995;452.3543;35.0485;372.345;350.3219;10.5899;190.2168;113.6068;82.6952;20.4801;1.3912;161.42645;181.8072;24.4775;18.7025;74.2299;37.1005;9.1331;4.9082;10.2553;2.6293;4.1149;2.8157;1.5092238;5.499;1.3289728
T15S3;8/25/2020;induced;15;3;2.1674056;347.9427;137.7717;430.1476;33.3154;465.3833;367.4644;14.5148;186.763;146.1357;80.3432;24.7346;2.5214;158.69017;175.442;29.2794;18.035;64.0955;38.3555;8.1782;7.5653;7.8835;6.4225;4.281;7.1045;0.97715896;12.7106;0.71462286
T15S3;8/25/2020;induced;15;3;3.1905019;360.3164;142.2721;473.3442;30.6757;381.8328;400.266;13.4025;187.2859;112.3708;92.1813;17.4224;3.5355;145.95995;208.0653;24.2821;23.8221;66.5652;47.8946;11.2698;7.7946;6.2605;7.424;6.0162;6.4213;4.6942286;13.3438;0.4327051
T15S3;8/25/2020;induced;15;3;1.9107121;339.9519;166.1632;499.2728;42.108;411.2113;455.9002;7.1613;210.8098;138.7967;91.1729;24.536;3.2878;141.52002;208.1059;24.7062;20.4733;56.1139;37.7866;9.7843;9.5327;7.9828;5.2583;4.5392;9.3707;0.3599683;4.7765;0.31308368
T15S3;8/25/2020;induced;15;3;4.8079848;352.3831;172.5234;534.0655;26.7908;412.447;399.4819;13.3376;217.7389;138.907;90.875;14.0759;3.5048;157.60049;203.6518;26.1453;28.0352;69.4934;52.6282;11.6802;8.8952;13.3688;3.434;4.039;6.3229;2.4851172;8.9867;0.15827426
T15S3;8/25/2020;induced;15;3;4.7509751;357.9366;163.9378;518.9384;54.4401;415.6624;453.4282;12.007;224.3656;126.7047;96.2085;21.7451;1.1105;163.83838;191.4322;33.0213;16.5151;59.2823;45.2649;8.5764;6.7038;10.7133;6.3007;2.6584;5.0447;2.9477293;12.097;4.7742057
T15S3;8/25/2020;induced;15;3;3.1341116;326.8713;154.5731;520.5632;35.376;453.5588;402.6093;5.6223;191.0552;144.983;95.9941;18.3699;3.1883;168.68617;177.3153;19.4463;22.6176;62.4296;48.4796;9.7742;6.3406;16.1064;4.4858;6.3405;4.5375;0.7210902;11.3561;1.803183
T15S3;8/25/2020;induced;15;3;6.8905196;373.4992;157.7659;429.1833;38.4963;421.7932;388.2809;14.1484;202.1876;148.1622;100.4777;20.1928;0.768;162.16948;185.163;27.0252;17.9005;56.009;42.9038;6.8204;8.6074;10.8065;6.5962;3.9027;6.0523;1.6715199;13.3456;1.12665
T15S3;8/25/2020;induced;15;3;2.5579031;333.6332;131.1437;381.3926;37.9844;380.6615;322.0649;7.867;201.9871;130.0678;105.0684;24.066;2.4014;144.97711;169.4566;20.0805;18.5766;51.1618;32.4318;12.3949;16.2531;13.5628;11.0584;5.0026;5.8843;1.8722702;8.5351;3.3727627
T15S3;8/25/2020;induced;15;3;3.4460371;389.2409;150.4529;548.2125;42.7741;498.425;483.2368;13.4149;182.6251;126.364;115.7352;15.5024;4.0654;177.35399;206.9859;23.6131;21.0116;64.2985;43.3324;10.8693;7.2389;13.8917;2.4507;2.7735;8.4239;2.8082161;6.9997;1.086442
T15S3;8/25/2020;induced;15;3;2.8707809;351.5408;157.8319;496.1674;35.4012;506.8134;433.658;16.908;200.0684;132.8053;105.7887;20.8917;1.745;147.81227;211.8447;31.4866;25.1996;77.1566;47.1794;10.3665;9.4043;11.8836;6.1161;3.0186;4.2314;2.0192451;11.084;1.9493468
T15S3;8/25/2020;induced;15;3;1.9122449;384.4954;170.0743;581.5482;42.6973;579.2056;523.6292;11.7218;195.869;161.3929;111.21;27.0438;1.692;169.2599;232.1655;28.28;19.8156;80.1961;49.2293;14.8933;7.0441;10.6155;10.1635;2.2412;6.7699;1.2791655;12.5748;1.3742011
T15S3;8/25/2020;induced;15;3;2.1722972;382.3068;158.6432;384.6464;39.717;475.4993;372.6536;15.0558;203.6479;135.8856;118.2155;17.514;3.5785;153.17154;147.4364;21.3942;28.1868;86.9902;53.8282;15.1667;8.5722;5.9488;3.4769;4.0534;8.1645;3.5713584;12.768;1.8873457
T15S3;8/25/2020;induced;15;3;2.919939;350.5498;170.2327;445.5876;50.9512;480.4355;390.683;13.7237;220.4819;148.2623;103.8003;17.7266;2.0372;158.07739;210.3078;30.4967;33.9687;65.3093;45.6919;11.4952;12.1856;16.9931;7.3045;2.8835;5.7901;3.1855011;10.4921;0.48481756
T15S3;8/25/2020;induced;15;3;8.6837454;387.0937;175.761;584.4231;43.3782;614.2436;565.5521;12.3324;217.4862;143.5764;119.767;22.3656;0.9255;171.08989;247.0184;30.7738;23.6571;75.6842;61.4984;20.0985;10.9078;13.4655;5.8419;5.5692;5.5108;0.36761332;11.1313;3.4185095
T15S3;8/25/2020;induced;15;3;1.2313942;399.1285;158.4541;449.0745;29.4297;477.1515;404.3119;18.478;216.4264;138.0161;100.4524;15.1574;2.1993;142.55795;172.0186;36.8701;39.0857;62.5071;35.8084;8.5729;11.9719;16.1068;6.9504;4.1612;4.0365;4.269135;15.5489;0.98511994
T15S3;8/25/2020;induced;15;3;2.8819966;332.2766;148.0626;435.3425;44.927;390.8878;361.9836;15.0392;194.7378;140.6057;96.7096;20.7268;2.988;150.33228;171.2462;23.5225;24.3363;72.5902;38.5157;11.9671;9.5722;8.8796;10.243;3.9594;5.003;3.1125684;7.1064;0.79827183
T15S3;8/25/2020;induced;15;3;4.0283899;380.7261;127.4671;495.6566;30.5457;352.9656;347.1483;17.4017;174.0252;140.2298;102.2574;20.5522;2.452;162.88985;200.3059;34.4922;27.851;59.912;36.3241;15.4116;5.4226;21.1654;5.4863;2.8164;4.134;2.1307399;6.5169;1.8888587
T15S3;8/25/2020;induced;15;3;2.7030704;329.1616;141.8111;417.8929;31.1241;336.565;326.9376;12.743;195.5622;119.7796;83.71;21.6019;2.0214;153.88014;165.3318;27.6521;31.585;73.91;46.5428;12.7518;8.6363;10.1387;5.9082;2.5196;3.5474;2.7939122;11.8144;7.5558987
T15S3;8/25/2020;induced;15;3;2.6982267;322.8751;141.5265;326.8344;43.4645;479.7382;336.6695;13.173;216.2378;126.0502;96.3056;21.9681;0.9225;136.5394;131.7143;28.2146;25.4097;79.2505;51.2437;8.7991;9.4199;12.6026;3.5827;2.9182;5.0361;2.622299;9.0009;4.0823612
T15S3;8/25/2020;induced;15;3;2.3106635;370.0971;127.551;445.6533;36.1467;449.9286;384.18;16.4883;196.0413;126.9076;87.6414;23.6037;2.6159;163.21219;176.519;30.2245;26.349;61.2497;44.2248;13.4039;6.9735;26.2642;4.9585;7.4588;4.2517;1.3105451;13.0568;2.1610074
T15S3;8/25/2020;induced;15;3;4.391149;362.0907;159.1585;528.6724;30.4986;404.1043;431.0244;10.2334;205.471;121.5997;78.5855;16.5523;1.063;157.50847;204.6474;24.9217;23.2505;55.8808;42.3056;13.748;9.1184;10.8026;4.5901;4.2952;6.9134;1.8342515;12.4988;2.6139872
T15S3;8/25/2020;induced;15;3;2.3260314;339.3917;159.2335;517.3776;39.8616;422.2442;413.0375;12.1273;192.0657;136.3386;87.1302;18.0585;3.3956;175.86012;207.958;28.9107;32.1317;76.2258;33.6634;11.7822;7.7654;16.5921;5.3003;3.3196;6.5703;4.4490066;13.3042;6.2509422
C16L3;8/25/2020;healthy;16;3;6.0337224;430.2997;152.661;418.6319;40.177;983.3286;323.7787;14.0778;224.9646;197.375;155.2229;19.099;3.0402;151.42825;181.6576;26.037;37.5525;154.9949;47.2407;17.2969;11.5234;10.3851;7.7837;3.1074;4.6001;1.9728142;14.4069;0.80221623
C16L3;8/25/2020;healthy;16;3;6.5185614;400.2272;162.0797;323.9888;31.6151;990.3012;300.7385;11.6137;223.8169;192.6403;137.2843;19.0051;3.0605;160.85321;130.1016;31.6056;43.5106;138.3697;30.6698;12.1996;11.3642;10.5296;10.3318;4.8963;9.3782;7.4772406;13.1949;3.266299
C16L3;8/25/2020;healthy;16;3;8.1107635;395.2047;181.1228;422.4646;38.7827;1409.4305;347.265;23.5769;239.3066;206.7458;188.588;21.8027;5.3183;169.74039;158.1602;32.3105;40.4409;152.5997;57.047;10.624;7.8511;19.3223;7.1922;5.1453;4.6055;4.6298246;14.2915;3.7868237
C16L3;8/25/2020;healthy;16;3;7.6283474;418.7882;181.714;516.8491;49.5964;1627.7383;476.0448;21.2896;245.5012;216.3042;228.0734;29.2588;2.7264;167.04979;205.4202;23.6714;35.5114;171.2081;58.3008;20.1415;11.6009;7.7575;10.3127;1.7103;5.2931;2.0717514;11.2329;3.6421137
C16L3;8/25/2020;healthy;16;3;5.8363123;421.1259;192.3622;431.8916;44.026;1796.679;410.2972;19.2499;252.4623;203.965;233.4092;37.3133;1.779;166.77963;192.1579;32.9292;38.6585;182.0127;35.2638;16.2636;10.5961;13.1209;7.0677;4.1695;6.9694;4.8512864;9.634;1.5980928
C16L3;8/25/2020;healthy;16;3;5.7697101;487.9847;207.1135;532.6982;54.8334;2006.5674;490.2857;15.0234;225.4484;208.5885;262.2259;24.0683;4.4504;185.6395;225.8533;26.0846;45.6045;201.2725;50.6842;20.7011;7.59;12.9915;7.749;4.0305;6.83;2.6914451;19.8304;2.199754
C16L3;8/25/2020;healthy;16;3;4.2819271;387.1349;187.0034;509.4494;49.1671;1783.067;430.4886;15.2899;235.1304;185.1813;221.8784;26.868;2.4693;159.2648;212.5529;25.4967;34.3014;193.2515;43.8417;15.1782;9.9073;13.8417;5.9044;4.2099;7.6342;3.5857227;11.7849;3.6605296
C16L3;8/25/2020;healthy;16;3;2.2347848;398.3147;193.5011;421.2593;38.7796;1892.9355;396.3591;24.0429;230.374;190.4569;235.2012;14.1849;1.8269;196.68022;172.528;30.7144;37.3905;157.7232;33.7106;21.7175;9.8064;17.795;4.4521;5.3013;5.5077;0.39192826;14.9959;1.6266584
C16L3;8/25/2020;healthy;16;3;5.9343691;399.5862;180.378;332.6783;38.9835;1808.2583;309.8215;14.8988;189.7445;162.6346;261.4992;22.4811;4.065;160.07274;131.3449;29.7093;42.8351;141.3713;44.6834;10.3319;13.1565;15.3703;4.2903;5.2528;8.5647;3.8408463;10.6396;3.1182587
C16L3;8/25/2020;healthy;16;3;5.7709584;439.9313;179.5155;416.3498;45.9532;2218.5361;365.9723;18.1818;222.9051;158.9379;299.596;22.1344;6.2241;181.39824;188.955;38.4777;45.1777;114.8797;41.389;10.8562;8.2811;12.0763;3.9586;3.2842;9.3926;2.7573175;14.8029;2.1550999
C16L3;8/25/2020;healthy;16;3;10.275008;372.759;196.5733;410.8738;49.9523;2128.7925;379.617;23.6256;231.5206;184.7914;294.0322;20.8793;2.5629;170.61014;175.9839;40.0182;34.3426;132.1567;45.602;17.391;10.7331;14.3522;10.0268;2.5133;6.9588;3.4082513;8.6023;2.305917
C16L3;8/25/2020;healthy;16;3;3.5218797;400.7494;138.9448;315.622;40.5033;1831.1492;297.2732;20.2082;200.301;165.5766;263.6997;19.125;3.2419;172.76065;128.5053;33.0417;33.4723;121.8082;37.5646;17.7622;6.2103;11.9711;10.2755;6.9687;6.6746;1.1607441;6.0728;2.6680439
C16L3;8/25/2020;healthy;16;3;2.7051227;402.6466;148.4821;345.3517;46.1605;2219.3191;311.0167;13.9202;198.8981;155.7435;280.76;15.1812;2.8612;180.08881;160.379;32.9985;40.9328;126.388;52.1122;15.2999;8.3423;11.7986;3.7812;2.423;9.5588;3.9308298;11.0413;1.9883627
C16L3;8/25/2020;healthy;16;3;5.8327212;439.0452;166.4582;395.6332;42.0699;2485.1357;398.6361;19.6821;210.1396;163.7085;294.392;18.1163;7.4368;182.42799;146.9087;34.1835;31.5739;134.9817;39.7138;15.4955;6.0288;12.0785;7.1965;9.7681;7.3856;4.0715756;6.8305;1.7658488
C16L3;8/25/2020;healthy;16;3;6.2917724;412.8864;170.0876;369.0157;63.3715;2685.2661;421.7865;15.8676;222.8975;167.7806;313.6065;19.3196;5.9108;179.93829;165.873;31.4276;40.364;153.2217;47.8083;19.5518;9.6575;14.682;5.5491;5.9265;6.3882;2.1915665;11.2703;3.6850722
C16L3;8/25/2020;healthy;16;3;9.2911358;453.4522;174.6058;426.4039;51.063;2795.8672;429.1037;15.7309;212.5558;192.0176;395.3452;20.6126;1.6579;174.03348;149.8189;29.7681;44.2494;172.951;38.4797;14.6974;11.4666;10.3126;5.95;8.3197;7.5694;4.0809784;14.4255;1.8554087
C16L3;8/25/2020;healthy;16;3;3.7416031;431.239;168.8556;373.5848;60.3275;2585.7761;456.4201;24.6309;221.042;200.6924;329.1675;29.7305;3.2559;156.30704;166.5272;22.9962;38.3334;178.3808;49.3213;16.712;7.8746;10.2703;9.8737;5.1741;3.7843;3.2157118;20.2253;4.7864046
C16L3;8/25/2020;healthy;16;3;3.0700963;431.6541;168.9655;421.5938;51.2647;2646.5186;427.9435;19.8617;215.7783;186.3513;326.6138;28.8631;4.1687;180.70982;151.1965;44.2543;43.7881;201.8198;42.6228;15.1178;9.1277;19.032;6.1552;5.9275;7.6423;4.5468531;18.2422;3.1988423
C16L3;8/25/2020;healthy;16;3;4.910512;422.5583;182.8361;383.0592;68.8102;2601.2185;424.3116;22.2302;238.0315;202.8432;341.2972;28.9161;6.1411;185.42262;152.4454;33.0949;41.705;185.6053;48.3422;16.5988;11.5303;19.3275;5.9858;4.9799;6.4005;1.4889555;14.3541;7.204227
C16L3;8/25/2020;healthy;16;3;4.7762485;437.1633;182.1531;407.7476;49.9219;2434.313;493.5269;21.9652;224.8891;207.5363;354.9506;29.4296;3.0352;177.30295;175.1645;36.5822;46.0916;156.1196;48.8152;15.8052;12.5786;15.5442;4.7137;8.912;8.2125;4.5447941;16.6358;5.5827036
C16L3;8/25/2020;healthy;16;3;6.0122561;459.751;175.3294;415.6614;60.4089;2345.3215;457.7277;22.2433;222.3304;176.5889;321.4019;25.578;3.5863;177.79988;165.5748;38.8069;36.4146;161.4219;53.5184;16.4831;10.0557;13.0866;7.345;4.275;9.6444;4.7935977;14.4026;4.8177361
C16L3;8/25/2020;healthy;16;3;3.759299;438.4354;163.7072;366.7762;54.4995;2388.655;465.4964;20.3268;242.298;177.9842;303.3335;25.2504;10.3096;191.61731;159.8447;35.2713;42.7579;160.6581;38.84;15.7887;8.8468;11.1546;10.8442;8.5643;9.8976;2.4703715;17.316;7.1659617
C16L3;8/25/2020;healthy;16;3;6.6622462;414.123;156.8474;367.3776;68.3784;2158.9329;413.8745;27.5466;242.7484;216.8185;329.9805;23.2426;2.6781;184.93539;190.6492;33.7688;45.8573;170.7671;43.8981;19.2141;11.1232;15.5584;7.365;5.6192;10.4011;5.6297941;12.9042;4.29497
C16L3;8/25/2020;healthy;16;3;4.8158579;438.16;174.4953;368.1803;49.1509;2259.3096;458.2248;27.2917;231.5258;174.7526;298.9183;24.2591;3.2066;179.54399;161.2303;35.1571;55.1082;156.9116;47.985;15.4047;12.1888;13.1813;10.1623;5.681;7.3732;4.1809955;13.3314;3.5731914
C16L3;8/25/2020;healthy;16;3;4.0331788;415.7767;182.4322;365.8717;56.5966;2095.8943;412.4105;23.7259;235.9313;184.6192;299.058;26.9737;5.6802;181.96748;153.8359;30.6466;51.8191;139.779;46.5357;9.1999;13.6105;16.5003;13.8578;3.0403;5.1807;2.3641052;14.8194;2.3320558
T16S3;8/25/2020;induced;16;3;3.7463617;376.1307;138.6114;357.5626;34.4645;497.2516;291.3955;10.3917;239.3446;155.7804;94.5014;19.5268;0.9228;163.21648;125.1248;43.0613;40.7451;109.4386;37.6962;11.282;11.0982;12.719;8.5558;4.768;6.4925;1.429152;14.9652;2.5340102
T16S3;8/25/2020;induced;16;3;4.6508102;413.0647;141.7372;296.6282;39.626;451.431;260.8668;13.3933;212.6038;155.0289;77.9799;22.4093;3.8512;168.11789;120.6776;35.9885;42.6714;104.6553;38.9363;10.8725;11.1245;9.1201;4.3056;8.0816;8.8141;0.61720508;10.9857;0.56082594
T16S3;8/25/2020;induced;16;3;4.7161765;390.9883;146.4756;355.932;42.8918;443.8835;260.3435;12.5009;229.7802;152.4698;77.3265;16.9327;2.4912;145.35898;165.6294;42.9829;57.0607;88.4062;32.9484;20.8488;12.5496;11.8979;7.498;4.2232;4.9533;1.716616;9.7365;1.8627458
T16S3;8/25/2020;induced;16;3;2.5463741;381.6795;136.4167;264.0624;35.3291;449.461;204.2083;16.9115;235.3425;153.6986;66.3446;15.8822;2.378;150.42465;101.514;47.3606;46.4269;100.4754;35.3962;11.8975;14.8247;10.8234;11.1735;2.0947;4.483;0.29273927;8.0806;1.0478004
T16S3;8/25/2020;induced;16;3;1.9838026;407.8132;134.276;216.8401;39.808;401.1947;193.5064;12.2165;211.7723;150.387;82.6471;12.2257;1.8177;155.61966;112.2816;52.8747;44.5089;84.0621;31.7353;18.4551;10.738;10.525;9.7918;7.9482;5.543;2.7131057;11.2717;2.7929919
T16S3;8/25/2020;induced;16;3;3.9139314;360.1395;125.5766;223.6466;38.8521;397.891;180.0197;16.4134;204.4604;146.7984;78.9478;19.7975;2.0976;155.04575;101.183;50.0035;50.5792;95.0155;22.8513;14.7683;12.6092;11.0691;9.0051;5.0718;10.3879;3.3829632;10.4577;3.7535601
T16S3;8/25/2020;induced;16;3;3.5958748;379.609;126.119;280.4134;33.5429;381.8067;208.9589;7.745;195.9226;129.9131;87.0796;16.1497;3.9239;143.91867;113.6377;48.7278;54.8204;85.5248;33.8031;11.4709;14.2301;7.1536;5.9006;2.0849;6.1561;5.7161217;9.799;0.83030814
T16S3;8/25/2020;induced;16;3;5.66854;364.7657;127.3997;300.562;28.6747;423.9267;229.9149;13.7449;224.8665;138.6693;79.7549;17.6729;1.4623;163.58116;128.922;47.0944;49.2415;89.5927;40.1768;11.1462;9.7234;14.2981;4.9157;2.8377;5.9134;0.47991642;16.8636;6.5260687
T16S3;8/25/2020;induced;16;3;5.6174417;397.6471;145.2473;326.6718;36.743;396.7347;289.2366;12.3197;227.8014;127.5592;75.7567;20.457;3.4469;148.05545;136.6333;54.4868;40.6669;91.6661;40.3376;14.4906;7.9885;19.9722;7.1094;9.0271;6.8635;2.7127218;11.682;2.1855021
T16S3;8/25/2020;induced;16;3;3.6061773;345.1852;124.3912;261.8848;32.2681;412.7617;202.0023;13.2455;218.5075;120.901;85.061;19.9371;1.5517;157.96689;101.8435;41.9822;32.8457;93.8014;37.0051;12.4352;10.0844;15.6494;4.1875;3.7696;6.4204;2.6593397;15.4134;0.60144919
T16S3;8/25/2020;induced;16;3;3.8046987;330.5552;124.8829;215.5597;13.1326;343.028;161.2256;14.6806;210.8822;131.1228;88.6839;13.0477;2.727;156.45189;93.256;48.1774;40.9732;64.4077;31.5964;12.2628;11.4009;9.0684;6.5453;5.4642;6.7511;1.8027551;10.4015;2.7889581
T16S3;8/25/2020;induced;16;3;0.84352785;361.2821;94.2959;222.9631;33.4028;318.8905;136.7056;10.8822;207.0247;115.4043;74.7652;15.6022;2.8219;138.79733;92.5655;44.1564;29.4936;73.0066;37.6645;7.8657;9.005;13.1107;5.6645;6.0184;4.3057;2.1785192;6.6418;1.9709141
T16S3;8/25/2020;induced;16;3;1.7560728;365.7913;123.3004;233.9588;25.1677;372.5281;169.2765;15.2622;222.5902;130.0596;74.7644;18.404;0.4222;146.28738;99.2533;49.8817;38.173;82.6517;34.1037;8.5458;7.565;15.2569;8.0673;4.7659;1.6198;3.999835;7.872;1.9796373
T16S3;8/25/2020;induced;16;3;3.0208616;359.4742;136.1693;230.2247;29.0031;390.6692;163.7053;11.7348;203.4824;125.0442;79.1971;22.5792;1.5875;146.90996;85.4636;46.6451;39.2225;101.0291;25.0224;10.9409;5.6368;12.832;6.5145;4.2815;5.4579;2.6897619;10.624;2.4778626
T16S3;8/25/2020;induced;16;3;3.0352409;365.5948;123.9639;253.31;28.0803;382.3619;185.2664;14.1159;199.3225;135.9615;75.9333;15.8969;1.4118;170.74059;99.8349;46.7655;47.8428;112.4353;29.9392;11.5655;12.1675;7.1249;5.492;5.8748;3.8424;5.4002938;10.1372;1.8876288
T16S3;8/25/2020;induced;16;3;1.2049493;349.108;108.4758;180.8477;36.0276;365.3411;168.0145;12.0116;210.1921;119.151;74.0801;17.2188;2.0337;167.4864;93.5271;44.4508;46.0423;87.2264;27.2327;8.955;5.8214;10.0722;5.389;4.1896;9.6229;2.9670331;11.405;2.5139034
T16S3;8/25/2020;induced;16;3;3.1988654;347.0564;102.4971;226.5167;27.65;361.3535;196.9614;15.3587;215.7381;110.4351;89.4325;26.0003;1.6658;158.56488;94.5722;47.6968;44.5742;93.749;32.2809;10.797;8.98;13.1722;8.6986;5.9499;5.5855;0.38236228;11.6221;2.5736301
T16S3;8/25/2020;induced;16;3;0.47061732;409.7169;115.518;225.954;24.0598;391.7512;168.927;16.3446;209.7581;141.2897;88.9482;17.773;3.0362;157.37514;93.36;45.2343;50.5216;101.3933;31.7575;11.9248;6.5575;15.1859;7.4741;4.1779;3.5245;4.5875239;6.092;3.3564041
T16S3;8/25/2020;induced;16;3;6.3088484;351.4442;121.646;215.4876;31.5596;417.0926;156.7358;14.084;222.6854;137.0838;88.7567;24.6842;2.5771;159.0127;104.5488;44.128;30.0176;99.9619;25.614;11.8448;10.704;14.6878;5.7527;4.8309;5.5933;1.265256;10.0319;4.2124376
T16S3;8/25/2020;induced;16;3;11.686982;342.6457;121.3092;277.1738;29.4824;427.5717;208.6248;14.6902;201.6534;142.0331;71.4864;25.4691;0.7695;156.02301;107.1017;43.1474;48.2401;105.5748;31.1869;8.9233;9.8671;11.8664;7.5937;4.5242;5.7249;3.9652765;10.8137;1.0532249
T16S3;8/25/2020;induced;16;3;2.2498052;376.7402;124.175;271.3654;24.9438;409.6928;220.3306;15.9648;206.2598;143.9372;79.2656;19.9483;1.9121;156.09021;113.2068;53.1937;34.8798;107.6531;38.4875;9.7039;11.7334;11.6383;5.0859;6.5158;4.7454;3.1709104;5.6603;2.4768023
