Sample_ID,Date,Treatment,Plant,Repetition_measurment,Sampling_order_within_day,CH5O+,C3H5O+,C5H7+,C5H9+,C5H11+,C6H9+,C6H11+,C6H13+,C7H9+,C7H11+,C6H11O+,C6H13O+,C6H15O+,C7H7O+,C8H13+,C8H8N+,C10H15+,C10H17+,C8H15O2+,C8H17O2+,C11H17+,C9H11O2+,C11H19+,C8H10NO2+,C10H12O2+,C12H21O2+,C15H25+,C16H27+
C28L2,9/18/2020,healthy,28,2,64,1.1423916,850.60333,310.901,935.70392,66.722839,488.22748,358.37878,7.3584261,331.32498,193.81094,132.55386,36.767673,3.5529482,343.27234,211.55003,43.846725,43.262783,71.594476,66.428291,19.651043,11.565207,28.207441,4.3932829,5.3100157,15.552481,5.6377702,8.7873063,3.0709419
C28L2,9/18/2020,healthy,28,2,64,17.387302,877.91016,320.93274,1006.0854,51.54546,522.0119,473.91315,14.903119,377.62289,190.60779,150.68117,52.272438,6.3539023,354.71118,210.25571,41.71022,17.159698,82.295792,66.585754,17.416794,10.6495,26.89394,11.827485,3.9558339,13.649847,0.39655274,6.4491452,3.9492607
C28L2,9/18/2020,healthy,28,2,64,3.2729824,918.31104,279.76108,1065.9771,56.682896,561.09839,461.76688,21.704758,386.01688,211.61931,135.66002,39.011074,0.4131051,364.33572,268.08826,50.186382,29.017412,115.590836,51.384373,16.827898,7.799181,14.899109,2.3886421,5.4967542,9.1967592,0,3.9038007,0
C28L2,9/18/2020,healthy,28,2,64,5.9158669,800.57678,318.85477,1101.3713,69.601967,640.44501,476.31519,26.852497,368.26602,224.03171,137.38786,45.420391,1.1155362,369.38184,276.19608,63.256447,29.09474,117.2446144,72.077812,13.85597,14.535364,34.614353,7.2928071,5.6607366,8.9691849,0.8887319,7.6140995,0
C28L2,9/18/2020,healthy,28,2,64,9.8932915,871.79407,273.7507,948.18591,71.85675,568.34113,432.39197,12.594762,417.54861,238.99416,136.81009,35.066502,6.466723,394.32059,227.33693,52.926762,36.232552,149.690244,58.859619,13.241461,14.030678,30.736197,3.911938,2.0752602,10.276935,2.6609311,2.9427845,0.75850081
C28L2,9/18/2020,healthy,28,2,64,1.8992232,833.35651,286.20157,778.83673,48.458218,488.05658,317.9024,18.546225,379.20312,229.04826,136.27364,47.456486,0.90751958,344.66397,228.95239,66.425034,41.087051,97.935099,49.617619,17.140087,4.2896061,27.373003,8.4032841,6.4568634,13.459805,2.0678294,12.3577799,4.7764564
C28L2,9/18/2020,healthy,28,2,64,1.7238352,890.25433,300.43674,773.133,70.819054,473.38824,293.07217,17.312616,362.70572,194.34631,132.60208,42.411236,3.1015909,374.50034,199.89607,44.246559,28.277414,93.8739631,54.712242,20.823969,15.565168,30.895174,5.9849296,5.6035275,21.262913,0.33490077,7.16165224,0.89384663
C28L2,9/18/2020,healthy,28,2,64,3.9730449,807.64008,296.65897,775.35608,52.420979,406.85117,290.29596,21.692398,378.32028,241.00871,154.77747,34.865799,2.6361978,373.39191,178.2487,67.976311,30.691559,65.9933496,61.282455,16.058018,8.4065952,16.663975,4.723259,11.28749,9.712059,0.76393157,6.86820426,1.4061372
C28L2,9/18/2020,healthy,28,2,64,5.7443852,840.57104,320.68768,838.74316,46.954266,488.59982,386.18433,14.89489,376.89474,218.30847,185.80977,42.220249,3.4127836,398.05417,234.31044,58.576538,29.789316,77.612594,75.014137,25.050621,10.630092,25.384924,7.7217016,7.3058786,8.8938866,0.82663155,5.3766932,1.6816529
C28L2,9/18/2020,healthy,28,2,64,6.7927837,889.54163,341.68405,819.08203,53.485252,537.60962,432.40887,15.846678,380.86484,200.66336,138.75658,65.854332,5.9817982,383.18475,238.40547,55.269955,29.925869,114.5678734,64.589943,16.2703,5.457305,29.257627,13.226731,1.1893977,10.529903,2.0511868,7.7131057,1.5834033
C28L2,9/18/2020,healthy,28,2,64,6.541183,902.94751,306.46545,889.15869,39.317291,527.19037,445.12741,24.204269,403.19803,192.48364,155.57053,41.723114,6.715312,344.64825,280.73117,55.183941,35.625275,90.535936,79.533409,29.259636,10.885653,22.091442,3.8497696,9.3812551,11.148696,1.3559362,3.3056839,1.8647852
C28L2,9/18/2020,healthy,28,2,64,6.3210297,851.71674,285.61612,728.39337,56.979847,478.1911,298.97528,14.29768,360.04785,209.89815,147.00215,45.663288,4.1841197,366.89435,215.16882,47.783619,37.015762,71.7023407,50.347469,23.594755,11.898211,19.928522,12.110755,3.3232515,13.634187,0.12175068,3.934423,3.3857121
C28L2,9/18/2020,healthy,28,2,64,10.583553,834.1535,303.97433,759.64661,60.505695,458.36066,315.69904,22.998772,343.58844,185.93491,151.94476,56.664879,0,372.91583,203.91451,41.964756,24.033638,58.6366792,62.368652,17.072002,12.432282,24.111128,11.045856,10.314903,10.443739,0.62373799,3.5508337,0.37120363
C28L2,9/18/2020,healthy,28,2,64,2.451932,840.46381,282.2847,795.42743,61.481663,437.51337,267.26108,10.598828,401.12885,210.01543,141.49937,45.897694,8.5828133,424.84836,187.47824,45.178722,21.356653,71.543523,61.816936,16.361626,9.8346539,34.998642,16.386124,4.2022991,4.2027903,0.18158054,3.045792855,0.43288171
C28L2,9/18/2020,healthy,28,2,64,6.2959538,903.36255,306.37592,818.4046,53.613258,435.02725,263.04837,16.422182,375.02094,234.73209,132.12979,29.895252,2.8211746,335.69659,170.93372,57.17593,27.586565,53.829169,45.694073,23.188202,12.217952,33.175774,7.0015965,9.2059116,7.6466126,1.9583476,1.6703905,1.0465406
C28L2,9/18/2020,healthy,28,2,64,8.3202581,858.24957,290.93933,779.88464,47.122948,494.14496,296.81396,9.1468306,397.77734,187.84148,160.82671,41.999672,2.7207069,373.5361,149.24858,55.390083,26.271418,78.290775,80.253899,13.285577,17.464809,28.953022,9.5912542,6.4863992,11.023492,3.6973777,6.47558656,1.7367795
T28S2,9/18/2020,induced,28,2,65,5.0837636,842.7522,258.57809,627.45648,55.375023,689.98413,407.01303,21.210848,366.58188,221.99638,144.9382,37.103348,2.0774937,327.51709,177.61424,37.030842,21.003603,108.715941,41.674988,15.430129,11.14858,33.495968,5.3339086,0,4.5220823,1.5917093,8.3502285,3.8465819
T28S2,9/18/2020,induced,28,2,65,12.983361,842.40216,299.4071,633.51453,60.592377,692.48297,340.90588,16.706007,356.77094,215.48811,186.99519,54.621559,0.38377002,352.02081,226.51854,33.647804,19.245531,86.1622538,66.338631,25.367565,9.8383617,14.344457,8.0111418,2.9922945,13.554253,0.35578114,4.2010617,0
T28S2,9/18/2020,induced,28,2,65,5.9816012,823.40106,263.42361,665.05029,54.826355,762.52588,341.94342,17.30858,365.327,202.64218,143.24667,40.043488,3.9180682,311.76831,172.64172,36.606407,39.570557,67.2427931,65.09346,17.289021,10.146623,19.245346,6.232914,2.2805216,11.592823,0.91247255,3.4932458,2.3274052
T28S2,9/18/2020,induced,28,2,65,4.3744168,835.16766,270.28351,757.1731,58.225071,728.32465,438.45197,15.416112,349.59708,220.2675,161.08453,43.59478,1.2390066,348.74228,167.07877,53.410686,33.908455,76.002824,57.316841,20.173534,14.466326,29.563297,4.6635513,8.292738,14.278902,8.106966,12.029792,2.0171483
T28S2,9/18/2020,induced,28,2,65,7.0578041,851.40564,291.79236,863.81091,54.341488,773.91882,492.96548,19.746782,370.29861,214.27716,180.25729,51.751152,5.2676544,341.98373,207.4368,34.589222,27.916479,82.509042,77.656586,17.429747,11.002058,24.448423,19.720848,3.8523004,16.467556,1.7726872,4.5177011,3.9085071
T28S2,9/18/2020,induced,28,2,65,2.1916835,928.85541,278.21246,773.01709,55.824417,634.94794,511.3143,19.979788,376.29117,201.60167,166.27296,39.141125,2.1360092,311.66785,239.76993,52.315388,29.339291,83.611535,66.706406,15.137457,15.747539,30.192247,6.4920797,2.8772929,14.837716,4.4289088,5.0052614,2.5033917
T28S2,9/18/2020,induced,28,2,65,7.8332348,811.84137,318.65732,667.63672,71.924927,556.2804,408.06561,17.101192,356.20468,226.39497,136.24884,44.048443,0.53078759,314.31815,185.6712,52.095791,35.392685,85.700997,70.085838,20.794922,5.4612274,34.617695,10.318771,7.2268062,20.648661,4.8706408,11.5802351,2.0279508
T28S2,9/18/2020,induced,28,2,65,2.7793679,822.98889,241.70984,614.76306,64.16507,571.96143,364,22.452347,334.98819,184.33301,126.355,44.084732,2.0148141,333.05496,222.42542,40.518124,27.847689,94.75098,70.913544,14.167352,3.7943225,27.307571,4.5005312,10.180995,10.587668,6.9390435,5.1656928,1.6117477
T28S2,9/18/2020,induced,28,2,65,4.8455615,844.93121,317.27567,593.92511,37.241344,598.19598,397.32523,22.473276,397.30789,186.65009,170.54305,31.542038,5.0944023,318.59396,174.21579,45.510441,42.900181,78.4831849,65.33551,16.8627,8.5126333,33.592571,2.3821619,5.733562,11.883793,0.12301274,6.04138561,3.182749
T28S2,9/18/2020,induced,28,2,65,14.714315,805.77606,300.5881,567.76343,44.798187,522.05847,362.81415,14.272811,369.55472,216.94186,174.70677,38.589912,0.79010576,347.20148,201.8199,45.838928,43.653332,60.8218805,69.352936,17.573204,13.398361,24.037062,17.839731,3.2721107,4.3034325,2.0712273,5.4003382,0.13052553
T28S2,9/18/2020,induced,28,2,65,5.554944,862.75159,264.56024,555.28992,57.167721,545.52985,295.45273,9.4353943,341.57489,207.47672,146.24957,35.902435,1.7904696,322.03925,177.08907,54.163925,22.001892,89.9244081,46.224026,29.666368,8.7440901,28.394016,8.2884054,7.7084355,10.816471,0,2.86302288,3.8201559
T28S2,9/18/2020,induced,28,2,65,5.8700051,886.87427,252.26308,587.98413,61.426514,529.04486,356.71954,15.005919,369.42084,183.8358,145.49417,39.05875,1.1947871,342.61673,199.72171,49.335144,36.551708,83.498518,60.562366,21.891735,14.324818,24.889786,8.930232,3.9322696,7.7195263,2.5588465,6.67367412,1.5677928
T28S2,9/18/2020,induced,28,2,65,14.208043,854.45972,259.55185,567.30939,47.780476,466.53015,336.9989,17.912369,366.99255,211.47493,126.82701,23.801052,3.8394551,345.7056,169.12376,34.484451,30.684608,93.8074691,57.757549,19.855301,11.337618,32.522659,8.3855906,2.5641823,5.5986161,3.9509332,5.8460159,0.098666802
T28S2,9/18/2020,induced,28,2,65,13.328314,909.59882,251.34419,601.99384,74.620918,2274.5205,438.63474,19.131399,421.54288,181.48106,384.30884,36.572613,2.5065911,339.08835,192.35771,40.062866,28.159166,75.14523,73.234421,13.09106,10.744836,26.655327,7.5590515,2.9210951,12.856815,5.6315145,4.1851467,0
T28S2,9/18/2020,induced,28,2,65,3.5969779,898.92505,264.78043,622.14697,60.945213,982.57452,424.02283,20.610548,387.17374,159.06691,229.00401,39.154675,6.2783298,348.71838,188.37022,33.127132,37.542904,59.9400372,68.115303,22.56918,4.231657,24.656982,15.93214,4.9903684,8.7225904,2.382139,6.7332621,2.4597015
T28S2,9/18/2020,induced,28,2,65,7.7570348,875.92126,295.57974,572.32251,70.393318,660.58069,375.91434,10.883343,363.63431,201.76263,192.63063,40.650291,4.4742055,335.80045,217.92787,49.45615,24.537577,72.3684612,58.12875,14.873558,4.0760365,10.678449,3.7858198,2.4423997,8.8209,1.192544,2.5630167,1.3705292
T28S2,9/18/2020,induced,28,2,65,4.2686443,922.87537,270.36139,622.7005,47.848381,759.41223,420.49933,19.06814,383.02487,194.72859,174.11201,42.184582,2.5733325,328.63968,210.774,42.193951,37.333981,84.237784,68.084595,14.356106,18.696604,31.630375,3.9898212,5.2842121,7.3022246,0.30551919,7.9616475,0.52287596
T28S2,9/18/2020,induced,28,2,65,6.7211289,981.90131,291.6615,840.08795,50.85743,1596.7607,618.67041,28.295765,364.48206,216.19832,258.6936,34.76741,4.0430231,348.36133,277.83414,42.520115,48.427143,81.754549,65.957481,9.9452362,8.6742458,28.860188,5.8649111,6.5897579,7.2641287,1.7116191,10.161815,4.6341462
T28S2,9/18/2020,induced,28,2,65,12.205343,935.20386,351.3746,884.44281,65.549255,1330.8828,759.72333,22.052172,358.19388,233.91856,221.10904,62.138649,0.56275314,353.34171,382.19678,35.121925,28.166868,74.2995803,76.74147,23.339376,15.565227,32.383949,7.7944989,10.471483,12.856776,3.8966765,9.9344927,1.6804701
T28S2,9/18/2020,induced,28,2,65,8.6571808,895.58429,307.2356,765.25073,61.948978,1231.9507,547.97614,18.304852,383.26941,237.26118,241.05713,41.280148,2.600287,348.96555,222.61433,48.32674,24.78533,80.284248,64.302231,14.583008,3.7773519,27.176983,5.9896903,8.315999,8.8083954,6.5200653,9.6430864,2.4103041
T28S2,9/18/2020,induced,28,2,65,14.798775,925.84558,293.39386,670.85889,67.802322,774.94965,441.43475,24.946167,357.40482,224.40588,190.58206,49.324223,3.900034,369.05078,206.6543,50.629375,29.312763,78.397693,63.582531,19.347168,15.808814,27.671972,9.1382751,6.0497637,11.7618,10.614552,8.7153565,3.3690875
T28S2,9/18/2020,induced,28,2,65,10.175938,912.58148,281.87695,637.73358,64.681496,759.20599,376.81754,17.084345,365.12939,193.51227,197.088,41.266483,3.4690456,361.72061,198.57228,48.688938,31.26655,67.4976177,65.65226,28.888292,13.745864,30.049425,5.0547781,3.6919651,14.18036,2.1860185,9.9832501,1.2874492
T28S2,9/18/2020,induced,28,2,65,9.5335951,885.25873,324.21704,568.10199,57.559677,622.70703,349.97638,17.300535,318.66788,208.5793,197.10469,38.015659,4.2800002,337.59964,203.47008,54.891132,39.330891,80.101129,72.669151,14.133631,15.555535,29.337404,3.8508399,1.0356753,6.9267983,4.5681515,5.1261349,8.7389812
T28S2,9/18/2020,induced,28,2,65,5.7443857,891.46228,264.90039,593.86163,53.288593,608.4256,338.25528,16.119665,376.83264,197.1266,154.34358,43.730072,6.1532125,361.17862,183.15648,53.425064,36.239807,93.2235351,67.573669,12.53176,6.4708862,20.028854,6.3790574,3.6418874,13.79108,0.96716559,3.4544072,5.4712071
T28S2,9/18/2020,induced,28,2,65,5.7724395,739.68878,239.46251,380.13959,30.092091,421.97162,258.67108,23.090494,276.77087,171.47348,133.41222,29.263763,0.94770789,322.13171,122.68693,32.18224,29.430771,66.6579494,50.030293,16.08547,16.417112,26.493649,11.816659,1.9049864,13.230576,2.6568131,10.8763852,2.9246182
C29L2,9/18/2020,healthy,29,2,66,18.849466,1072.5426,354.82489,266.09375,27.467463,959.71851,401.64432,4.0158534,1164.6792,278.18555,236.09467,34.782825,3.3751097,435.16714,192.44467,97.457527,194.4102,107.476693,108.51667,17.625959,19.90443,47.010883,13.36915,10.76107,22.98848,4.1226239,12.4821175,4.2375445
C29L2,9/18/2020,healthy,29,2,66,22.352379,992.33661,356.15689,266.59024,38.825779,983.72241,418.59756,15.473209,1042.0933,278.69534,241.58871,27.992678,1.4548178,432.492,215.75807,83.473442,225.49275,114.141448,101.41563,24.645678,6.3716331,45.654263,7.08848,12.573442,24.681841,6.7191982,6.0067064,2.6598349
C29L2,9/18/2020,healthy,29,2,66,13.744557,983.18805,312.76251,343.61188,26.386518,954.98798,478.06918,10.312873,1153.8551,253.65208,241.63846,22.516956,7.1632681,405.85825,211.29056,63.487869,276.1694,126.696553,108.20474,15.620228,15.793537,48.473888,15.244302,10.207197,16.818581,5.542191,4.8370948,1.3141791
C29L2,9/18/2020,healthy,29,2,66,15.611544,1002.7007,377.21909,309.14441,36.324482,1125.7882,467.63721,8.9640408,1106.7211,292.95471,236.86392,38.156349,3.5218556,467.56198,249.81668,70.773239,305.15469,129.486657,117.80803,26.609337,9.9136543,47.953098,15.412107,13.748232,36.49218,3.5437772,4.543941,0.18188922
C29L2,9/18/2020,healthy,29,2,66,16.665203,1017.3256,327.26517,328.76743,46.89426,1120.7482,500.09924,13.405458,1149.9824,275.05817,249.51515,33.089973,4.0364094,373.20142,226.35632,65.683167,322.96616,134.357327,128.43103,18.10928,19.43594,64.494156,13.647191,10.240396,27.015448,1.8789599,6.0896604,3.7051079
C29L2,9/18/2020,healthy,29,2,66,17.466473,1300.8196,456.19321,851.98883,59.176865,2102.8584,854.086,14.307868,1229.9042,313.12839,379.96051,53.494946,4.1390939,449.54352,290.23199,85.025047,312.31995,121.630968,123.57201,44.27211,8.4665842,50.561832,19.552044,5.1342897,40.12685,9.8235159,6.50283844,1.5684935
C29L2,9/18/2020,healthy,29,2,66,28.233431,1399.8198,511.33453,1061.0911,76.769119,2760.7598,1337.8364,18.75651,1270.4725,353.53357,446.05792,50.638641,1.7250481,439.97479,350.73068,76.848007,293.03253,167.760324,138.20432,46.478699,8.6608963,43.933044,16.681126,6.0456362,34.847614,8.6121912,4.3840795,1.0155745
C29L2,9/18/2020,healthy,29,2,66,16.60211,1596.001,577.6261,1486.282,81.29586,3497.9241,1725.5613,18.880178,1345.8051,443.08508,484.00296,61.933846,6.3133135,454.6951,423.69989,60.711178,306.6553,177.902299,209.96548,30.380369,17.965319,53.619747,13.82626,19.850163,31.297039,0.49568269,12.3709696,0.39710531
C29L2,9/18/2020,healthy,29,2,66,22.359407,1541.595,536.02057,1389.2218,78.1549,2802.6145,1312.0503,25.057629,1174.6228,417.23624,427.19073,37.796326,4.4244819,474.97678,495.32587,75.930542,315.09436,175.053323,178.16922,33.375408,14.519232,48.669659,22.878279,5.2329745,28.667168,5.2210197,13.2752009,3.6755764
C29L2,9/18/2020,healthy,29,2,66,18.667236,1500.1509,510.77347,1262.8115,88.5438,2544.0085,1146.5959,27.058836,1350.5128,412.79666,365.37573,62.415451,3.2933073,494.80783,441.9368,77.651955,355.00235,208.866707,193.30972,29.149084,23.305765,63.045765,12.945768,7.0594144,34.388607,4.7385492,9.2116158,0.20060408
C29L2,9/18/2020,healthy,29,2,66,23.487505,1331.0681,412.45578,829.43811,87.283073,1819.8687,812.93915,21.280447,1306.4733,387.03268,337.10678,57.848385,5.8086095,480.90335,320.61682,73.3423,309.86584,177.964615,173.46307,23.824762,22.297758,59.577888,11.697114,12.811399,32.349915,4.5085416,4.57563279,5.8337588
C29L2,9/18/2020,healthy,29,2,66,20.267513,1439.7947,461.12296,933.65442,85.670876,1808.5022,768.55884,15.154242,1235.8569,414.24097,359.41083,64.643013,5.3523088,456.01782,366.81805,51.009159,340.08896,163.238401,155.42247,35.87389,14.321028,66.018776,15.393478,12.280566,37.030697,14.586839,4.29918518,0.25223926
C29L2,9/18/2020,healthy,29,2,66,15.029255,1529.072,432.30261,922.72778,95.003166,1792.4032,882.19226,36.58535,1298.6356,433.57965,342.82147,52.894188,2.210731,495.43057,323.4863,67.813217,317.33731,184.627152,167.00856,34.633221,11.318842,56.837833,14.768776,20.290924,33.023335,7.3215833,6.37571682,5.5853539
C29L2,9/18/2020,healthy,29,2,66,16.293201,1439.1476,474.13953,964.52271,63.448952,1713.771,826.68427,33.669369,1212.171,414.15079,335.10394,54.880497,11.275374,496.93668,368.7662,80.967903,312.36993,175.800167,162.5602,38.091587,14.850115,46.839787,22.077442,9.1267796,46.225433,9.1447115,11.4700074,3.2551949
C29L2,9/18/2020,healthy,29,2,66,25.803625,1364.4836,438.12051,849.84399,74.339676,1406.8311,626.46021,32.95591,1295.8253,383.77496,310.96576,62.749397,6.2653465,493.37125,323.29324,102.36116,321.08185,134.33923,163.65846,41.055042,11.655273,63.368271,13.692579,13.98517,29.689268,7.5900722,2.00234846,2.4409952
C29L2,9/18/2020,healthy,29,2,66,10.22892,1374.9191,437.57336,998.71185,93.721535,1537.5977,793.95776,19.69412,1253.7052,349.82257,277.71893,68.330238,5.4804878,504.95569,352.60568,115.85506,283.56686,132.470071,144.43915,29.000261,11.965467,54.656387,22.783398,10.337439,32.929596,4.3433585,9.0010179,8.1657429
C29L2,9/18/2020,healthy,29,2,66,20.824421,1363.5526,441.05005,1033.2507,75.197525,1446.0383,817.16016,32.322189,1279.6066,352.72733,304.48138,86.849792,6.2249441,425.142,318.53928,102.14261,310.26239,151.338046,176.10255,34.028175,21.271938,45.394115,14.349193,7.0210075,19.925421,5.161274,6.4871762,1.7210293
C29L2,9/18/2020,healthy,29,2,66,15.976234,808.25018,262.50632,322.59668,62.041634,690.50366,381.89117,17.343393,591.0318,255.401,177.42845,19.331038,3.583519,393.24432,195.59396,61.143719,153.58397,99.619611,104.4732,19.886963,7.583499,38.5816,12.716531,9.2605734,15.290119,8.3564091,6.4313869,2.1514719
T29S2,9/18/2020,induced,29,2,67,13.78166,2693.2605,591.28967,1378.5973,93.290138,1272.9711,774.13959,33.028564,1505.9501,421.64957,271.15982,67.033272,6.9053879,647.68182,406.01505,112.50114,232.97279,117.170389,107.42703,30.870134,23.344851,77.665436,24.276022,14.632669,34.637508,4.5082626,3.075614,0
T29S2,9/18/2020,induced,29,2,67,8.667098,2651.6897,586.05658,1483.8898,61.119843,1112.9375,785.00677,19.281033,1638.2252,443.28293,325.07559,81.131393,0.89698863,640.41705,480.44336,117.49949,249.23514,105.190771,131.07472,37.87534,29.955244,57.590614,14.332019,10.310235,40.274536,5.8207631,3.45471447,1.447855
T29S2,9/18/2020,induced,29,2,67,15.608812,2889.1958,596.83356,1412.1663,108.05502,1175.7532,692.63086,17.870672,1609.7865,448.59885,293.64084,76.857391,7.1739025,663.63776,475.68427,128.61897,221.10376,106.474716,119.9333,28.191086,9.6300116,60.104633,24.414427,11.869061,33.551689,3.3185873,4.4316912,2.8025923
T29S2,9/18/2020,induced,29,2,67,14.986748,2921.4084,738.9231,2093.1697,98.932182,1789.2079,1544.4148,13.229399,1670.4821,502.76071,362.62302,92.857025,6.6364307,694.49744,710.14801,117.13224,229.51106,138.252512,131.56731,38.84129,18.628359,76.476822,19.039152,17.802156,37.575935,5.703012,3.75325783,4.4438291
T29S2,9/18/2020,induced,29,2,67,17.348927,3291.0696,843.89233,3315.2222,114.08217,2092.4153,2507.2593,26.295212,1684.1621,560.74323,412.58759,108.68629,7.0232177,742.02448,1071.1052,140.46432,245.34059,152.873241,183.74835,57.996971,11.49486,62.897926,14.037394,15.991327,27.499458,5.7389789,5.8609079,0.52563268
T29S2,9/18/2020,induced,29,2,67,9.619854,3113.3889,789.63586,2427.6804,114.49191,1620.7014,1764.7059,41.550678,1630.5631,546.24841,334.86185,72.363274,14.140097,663.22028,827.62079,129.31381,287.89447,153.83358,190.03819,49.36871,15.533056,88.373665,22.153831,12.889427,29.139372,4.3441353,14.9381655,4.5388074
T29S2,9/18/2020,induced,29,2,67,15.395229,3130.7532,731.05292,1823.6461,113.36205,1874.4127,1265.3029,25.04458,1777.9235,532.75098,392.64548,76.068825,11.7407,698.79102,686.97925,118.87894,252.14946,135.407009,128.83209,45.710728,16.62413,81.580948,19.560291,15.558424,46.195248,2.8296676,6.8825968,4.2342463
T29S2,9/18/2020,induced,29,2,67,14.252665,3106.1743,688.29321,1745.9402,88.18589,2381.8887,1207.2722,26.637634,1824.4404,552.27673,465.17685,97.398232,5.9340506,699.21198,672.17126,130.34836,270.20749,159.055134,154.12511,41.147655,15.596013,84.915596,21.851118,15.360915,33.636631,14.886607,7.0785253,1.5959607
T29S2,9/18/2020,induced,29,2,67,27.003975,3247.7349,630.44507,1803.3112,100.79278,2321.3262,1129.5259,22.256266,1825.2906,534.58478,452.58932,88.392128,7.6814418,775.28033,568.83105,158.99483,271.74246,120.965004,145.76071,33.446907,25.104254,71.547585,13.268453,16.845173,54.510635,10.458148,2.72372146,4.2401233
T29S2,9/18/2020,induced,29,2,67,24.136774,3343.1208,721.71399,1916.8865,83.052589,2958.4905,1332.6173,45.023434,1868.4347,543.10992,575.11816,114.50182,7.3939471,686.79718,709.13287,152.52977,298.03683,113.54411,171.30312,51.730778,21.903519,81.58268,20.956623,13.137737,43.953114,9.4759989,6.099807,2.6018052
T29S2,9/18/2020,induced,29,2,67,22.510284,3426.5745,758.42841,1900.0662,136.24203,2974.355,1490.8093,37.442238,2002.8564,502.74258,604.62506,79.007614,12.264015,736.43152,736.73743,121.98713,308.013,154.165884,172.20839,42.96489,19.39608,74.153343,16.44767,20.576599,26.689959,12.602697,8.9086571,3.745609
T29S2,9/18/2020,induced,29,2,67,9.9021082,3254.406,691.47784,1927.0197,102.86655,2892.791,1497.3906,28.088017,2012.2247,604.39899,545.40173,97.162148,4.6802678,760.69843,700.31598,172.5791,299.66904,130.827777,175.14311,51.213909,30.387272,84.747337,22.798222,20.488758,38.978455,6.8666911,10.0496115,3.2555211
T29S2,9/18/2020,induced,29,2,67,15.39404,3915.3562,726.13263,2047.6919,116.09093,2703.761,1582.0319,33.924706,2200.1809,613.01508,528.66132,131.3878,8.6594114,757.88141,813.75507,175.89197,291.85498,134.889495,175.04782,52.989967,25.954315,76.287132,23.255198,28.672314,57.982178,6.2468219,10.210821,1.8804551
T29S2,9/18/2020,induced,29,2,67,17.677847,4461.0703,823.64819,2054.425,119.10211,2820.1643,1633.6512,37.021339,2436.6917,644.14154,586.74756,105.8452,7.8341317,816.28241,914.1955,159.45424,267.8447,125.753109,204.94234,54.534077,29.793644,71.52784,37.518021,17.359173,44.287483,15.604554,4.7195687,10.570173
T29S2,9/18/2020,induced,29,2,67,23.21936,5509.0186,739.62292,1928.1195,125.59235,2434.3103,1439.1273,36.45776,2772.1907,692.96179,584.27563,135.62808,7.0776672,898.32623,1120.6747,182.50069,364.48462,143.072677,197.68083,59.306255,15.501447,98.832375,28.462595,18.502085,46.256191,3.6711555,4.8205362,7.4557791
T29S2,9/18/2020,induced,29,2,67,25.637754,6673.1914,800.4696,1867.7343,116.7244,2216.1548,1197.0325,36.321911,3257.9514,737.99463,584.64648,126.15546,18.129946,1086.0824,1220.6963,154.46922,330.90021,137.016921,219.89607,48.928841,25.624794,92.565865,36.096863,23.117928,53.006798,11.449296,2.46439279,6.5621691
T29S2,9/18/2020,induced,29,2,67,20.377586,6234.791,819.94659,2009.0127,130.37119,2380.6987,1266.1589,43.471161,3099.9626,703.41663,501.94598,135.53688,10.284198,1114.5956,1266.6017,178.31934,373.49554,141.066076,166.5619,65.673386,24.985868,85.426888,23.622906,19.517321,62.320591,5.4974351,9.7374837,3.1387913
T29S2,9/18/2020,induced,29,2,67,15.786555,5974.4624,817.84723,1915.187,124.51227,2184.4045,1220.3557,31.208122,3036.5178,814.85974,552.80847,139.76006,9.3724556,1063.401,1206.02,172.13695,370.27039,143.895619,199.98927,46.581833,25.552229,83.445946,32.289501,19.459026,41.580112,9.1957827,12.0996876,5.5914087
T29S2,9/18/2020,induced,29,2,67,28.569519,6755.5054,848.92029,1976.2426,158.20369,2618.4236,1291.7719,44.711369,3304.1448,799.5473,671.87677,130.3887,18.245062,1116.9819,1287.7878,192.58319,385.05624,146.639697,190.5506,59.480072,23.523066,103.68621,34.11858,14.172273,62.253189,9.9814167,7.307199,4.4832368
T29S2,9/18/2020,induced,29,2,67,18.322718,7061.0928,872.90961,1948.9299,167.71317,2679.3364,1339.0741,29.275953,3468.478,800.32709,701.55176,147.39296,31.074179,1107.7732,1327.9019,189.16183,437.11575,163.878321,192.77042,65.841362,37.100925,98.425835,29.014473,10.757494,36.571808,7.915329,3.01172257,2.714582
T29S2,9/18/2020,induced,29,2,67,23.06963,5749.5615,806.53632,1973.23,154.03728,3064.0493,1409.0945,42.057678,2936.689,815.16663,719.57922,135.67091,15.907034,1099.0975,1164.369,165.23268,397.9407,171.327417,211.12666,31.631638,49.049313,92.427322,32.046841,13.872929,46.742371,13.857702,7.4984751,5.2498288
T29S2,9/18/2020,induced,29,2,67,18.851334,5273.3647,854.52454,1936.2695,131.17883,2387.6184,1212.6704,32.315613,2791.0962,886.20801,569.97162,133.02615,7.3924408,997.90698,910.44611,165.017,405.01416,167.655118,189.14607,56.162003,26.85177,102.29448,27.164358,18.111971,51.717083,24.239576,12.1029887,2.0156367
